bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Can you tell me more about your symptoms?,"I have ear pain, and it started yesterday.",I also feel tired.,The pain comes and goes.,It is worse at night.,My hand hurts when I move.
Have you noticed any allergies?,Some foods make my tummy hurt.,I get itchy in spring.,I sneeze near dust.,No known allergies.,I am not sure.
What was your temperature this morning?,"I felt hot, but we did not check.",I do not know the number.,My mom said it was high.,It was normal.,It was 38 degrees.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,"I’ve had a fever since last night, and it’s affecting my sleep.",My foot pain started after running.,I’m here for a follow-up after last week’s visit.,I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,None that I noticed.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.
Hello! How are you today?,I feel tired.,My tummy hurts.,I am fine.,I am okay.,I feel sick.
Does your head hurt?,"Yes, my head hurts.","No, it is okay.",It hurts when I move.,"Yes, it hurts here.",A little.
How do you feel?,I feel hot.,I feel sick.,I feel better.,I feel okay.,I feel sad.
Does your tummy hurt?,It hurts now.,A little.,Yes.,"Yes, after eating.",No.
Can I look in your mouth?,"Yes, Doctor.",Yes.,Okay.,Please be gentle.,I am ready.
What is wrong today?,I do not feel well.,I have had a sore throat since last night.,I have a sore throat.,I feel sick.,My tooth hurts.
When did it start?,Two days ago.,Last night.,This morning.,It started last night.,Yesterday.
Do you have a fever?,"Yes, I feel hot.","No, I do not.",My mom checked. It was high.,"Yes, since last night.",Maybe a little.
Can you tell me more about your symptoms?,My back hurts when I move.,The pain comes and goes.,It is worse at night.,I also feel tired.,"I have a runny nose, and it started last night."
Have you noticed any allergies?,No known allergies.,I sneeze near dust.,I am not sure.,I get itchy in spring.,Some foods make my tummy hurt.
What was your temperature this morning?,I do not know the number.,My mom said it was high.,It was normal.,It was 38 degrees.,"I felt hot, but we did not check."
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.,My chest pain started after running.,"I’ve had a stomachache since last night, and it’s affecting my sleep."
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",There’s a new rash on my arm.,No chest pain or breathing trouble.,I had a high fever last night.,None that I noticed.
Hello! How are you today?,My tummy hurts.,I feel sick.,I am okay.,I feel tired.,I am fine.
Does your foot hurt?,A little.,"No, it is okay.","Yes, my foot hurts.",It hurts when I move.,"Yes, it hurts here."
How do you feel?,I feel hot.,I feel sad.,I feel sick.,I feel okay.,I feel better.
Does your tummy hurt?,No.,Yes.,It hurts now.,"Yes, after eating.",A little.
Can I look in your mouth?,Okay.,Yes.,I am ready.,Please be gentle.,"Yes, Doctor."
What is wrong today?,I feel sick.,My ear hurts.,I have a rash.,I have had a rash since last night.,I do not feel well.
When did it start?,This morning.,Two days ago.,It started last night.,Last night.,Yesterday.
Do you have a fever?,My mom checked. It was high.,"No, I do not.","Yes, since last night.","Yes, I feel hot.",Maybe a little.
Can you tell me more about your symptoms?,It is worse at night.,I also feel tired.,"I have ear pain, and it started last night.",The pain comes and goes.,My tooth hurts when I move.
Have you noticed any allergies?,I get itchy in spring.,No known allergies.,Some foods make my tummy hurt.,I sneeze near dust.,I am not sure.
What was your temperature this morning?,I do not know the number.,It was 38 degrees.,"I felt hot, but we did not check.",It was normal.,My mom said it was high.
Please summarize your main concern in one or two sentences.,My knee pain started after running.,I want to discuss allergy symptoms that keep returning.,I’m here for a follow-up after last week’s visit.,"I’ve had a fever since last night, and it’s affecting my sleep.",I need advice on recurring headaches.
Are there any red-flag symptoms I should know about?,None that I noticed.,"No fainting, but I felt dizzy once.",I had a high fever last night.,No chest pain or breathing trouble.,There’s a new rash on my arm.
Hello! How are you today?,I am okay.,I am fine.,I feel tired.,I feel sick.,My tummy hurts.
Does your back hurt?,A little.,"No, it is okay.","Yes, my back hurts.","Yes, it hurts here.",It hurts when I move.
How do you feel?,I feel hot.,I feel okay.,I feel better.,I feel sick.,I feel sad.
Does your tummy hurt?,A little.,"Yes, after eating.",No.,It hurts now.,Yes.
Can I look in your mouth?,I am ready.,Okay.,Please be gentle.,"Yes, Doctor.",Yes.
What is wrong today?,I have had a sore throat since last night.,My tummy hurts.,I have a sore throat.,I feel sick.,I do not feel well.
When did it start?,This morning.,Last night.,Two days ago.,It started last night.,Yesterday.
Do you have a fever?,"Yes, I feel hot.","Yes, since last night.",My mom checked. It was high.,"No, I do not.",Maybe a little.
Can you tell me more about your symptoms?,"I have a runny nose, and it started last night.",My ear hurts when I move.,It is worse at night.,The pain comes and goes.,I also feel tired.
Have you noticed any allergies?,Some foods make my tummy hurt.,I am not sure.,I get itchy in spring.,I sneeze near dust.,No known allergies.
What was your temperature this morning?,It was 38 degrees.,"I felt hot, but we did not check.",It was normal.,I do not know the number.,My mom said it was high.
Please summarize your main concern in one or two sentences.,I want to discuss allergy symptoms that keep returning.,I need advice on recurring headaches.,"I’ve had a stomachache since last night, and it’s affecting my sleep.",I’m here for a follow-up after last week’s visit.,My eye pain started after running.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,None that I noticed.
Hello! How are you today?,I am fine.,I feel tired.,My tummy hurts.,I am okay.,I feel sick.
Does your tooth hurt?,"Yes, it hurts here.","No, it is okay.",It hurts when I move.,A little.,"Yes, my tooth hurts."
How do you feel?,I feel hot.,I feel better.,I feel okay.,I feel sick.,I feel sad.
Does your tummy hurt?,A little.,No.,"Yes, after eating.",Yes.,It hurts now.
Can I look in your mouth?,Yes.,"Yes, Doctor.",I am ready.,Please be gentle.,Okay.
What is wrong today?,My nose hurts.,I feel sick.,I have had dizziness since last night.,I have dizziness.,I do not feel well.
When did it start?,Last night.,Yesterday.,It started last night.,This morning.,Two days ago.
Do you have a fever?,Maybe a little.,"Yes, since last night.",My mom checked. It was high.,"No, I do not.","Yes, I feel hot."
Can you tell me more about your symptoms?,My head hurts when I move.,I also feel tired.,"I have ear pain, and it started last night.",The pain comes and goes.,It is worse at night.
Have you noticed any allergies?,I get itchy in spring.,No known allergies.,Some foods make my tummy hurt.,I am not sure.,I sneeze near dust.
What was your temperature this morning?,I do not know the number.,It was 38 degrees.,My mom said it was high.,"I felt hot, but we did not check.",It was normal.
Please summarize your main concern in one or two sentences.,I’m here for a follow-up after last week’s visit.,"I’ve had a fever since last night, and it’s affecting my sleep.",My throat pain started after running.,I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.
Are there any red-flag symptoms I should know about?,I had a high fever last night.,None that I noticed.,There’s a new rash on my arm.,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.
Hello! How are you today?,I am okay.,I feel sick.,I am fine.,I feel tired.,My tummy hurts.
Does your ear hurt?,A little.,It hurts when I move.,"No, it is okay.","Yes, it hurts here.","Yes, my ear hurts."
How do you feel?,I feel okay.,I feel sad.,I feel hot.,I feel better.,I feel sick.
Does your tummy hurt?,A little.,"Yes, after eating.",It hurts now.,No.,Yes.
Can I look in your mouth?,Yes.,"Yes, Doctor.",I am ready.,Please be gentle.,Okay.
What is wrong today?,I do not feel well.,I have had a headache since last night.,My hand hurts.,I feel sick.,I have a headache.
When did it start?,This morning.,Yesterday.,It started last night.,Last night.,Two days ago.
Do you have a fever?,My mom checked. It was high.,"Yes, I feel hot.",Maybe a little.,"No, I do not.","Yes, since last night."
Can you tell me more about your symptoms?,The pain comes and goes.,"I have a sore throat, and it started last night.",It is worse at night.,I also feel tired.,My foot hurts when I move.
Have you noticed any allergies?,No known allergies.,Some foods make my tummy hurt.,I get itchy in spring.,I am not sure.,I sneeze near dust.
What was your temperature this morning?,It was 38 degrees.,"I felt hot, but we did not check.",It was normal.,I do not know the number.,My mom said it was high.
Please summarize your main concern in one or two sentences.,"I’ve had a stomachache since last night, and it’s affecting my sleep.",I need advice on recurring headaches.,I’m here for a follow-up after last week’s visit.,I want to discuss allergy symptoms that keep returning.,My head pain started after running.
Are there any red-flag symptoms I should know about?,"No fainting, but I felt dizzy once.",No chest pain or breathing trouble.,There’s a new rash on my arm.,I had a high fever last night.,None that I noticed.
Hello! How are you today?,I feel tired.,I feel sick.,I am fine.,My tummy hurts.,I am okay.
Does your tummy hurt?,A little.,"Yes, my tummy hurts.",It hurts when I move.,"Yes, it hurts here.","No, it is okay."
How do you feel?,I feel better.,I feel okay.,I feel sad.,I feel sick.,I feel hot.
Does your tummy hurt?,No.,It hurts now.,Yes.,"Yes, after eating.",A little.
Can I look in your mouth?,Okay.,Please be gentle.,"Yes, Doctor.",I am ready.,Yes.
What is wrong today?,I feel sick.,I do not feel well.,My back hurts.,I have had dizziness since last night.,I have dizziness.
When did it start?,It started last night.,Last night.,Two days ago.,This morning.,Yesterday.
Do you have a fever?,"Yes, I feel hot.",Maybe a little.,My mom checked. It was high.,"No, I do not.","Yes, since last night."
Can you tell me more about your symptoms?,My chest hurts when I move.,"I have a rash, and it started last night.",I also feel tired.,The pain comes and goes.,It is worse at night.
Have you noticed any allergies?,No known allergies.,Some foods make my tummy hurt.,I am not sure.,I sneeze near dust.,I get itchy in spring.
What was your temperature this morning?,It was 38 degrees.,It was normal.,I do not know the number.,"I felt hot, but we did not check.",My mom said it was high.
Please summarize your main concern in one or two sentences.,"I’ve had ear pain since last night, and it’s affecting my sleep.",I need advice on recurring headaches.,I want to discuss allergy symptoms that keep returning.,My hand pain started after running.,I’m here for a follow-up after last week’s visit.
Are there any red-flag symptoms I should know about?,There’s a new rash on my arm.,No chest pain or breathing trouble.,None that I noticed.,"No fainting, but I felt dizzy once.",I had a high fever last night.
