bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
How often do you exercise each week?,I walk to school most days.,Almost every day.,Only on weekends.,Three or four times a week.,Not enough right now.
Please drink some water.,I want water.,"Yes, I will.",Okay.,"Okay, Doctor.",Thank you.
Do you wash hands every day?,"Yes, I wash hands every day.",Not always.,I try to.,Sometimes.,"No, I forget."
You should rest today. Can you do that?,"Yes, I will rest.",I will stay home.,Okay. No sports today.,Thank you for the advice.,"I have homework, but I can rest after."
What can you do to stay healthier this week?,I can sleep earlier.,I can avoid sharing drinks.,I can wash my hands often.,I can drink more water.,I can wash hands more regularly.
Should you stay home from school?,I think one more day of rest helps.,"If I still have a fever, yes.",I can go if I feel better.,What do you recommend?,I will ask my parents.
Which habit do you want to improve first?,Sleeping on time.,I want to improve my wash hands.,Stretching after sports.,Taking screen breaks.,Drinking enough water.
What change can you realistically make this month?,I can prepare water in the morning.,I can walk 20 minutes daily.,I can improve my wash hands schedule.,I can keep a simple symptom diary.,I can reduce late-night screens.
How many hours do you usually sleep?,I sleep well most nights.,About seven to eight hours.,I want to improve my sleep.,Less than I need.,I go to bed too late.
How often do you exercise each week?,Almost every day.,Three or four times a week.,I walk to school most days.,Only on weekends.,Not enough right now.
Please drink some water.,"Okay, Doctor.","Yes, I will.",I want water.,Thank you.,Okay.
Do you wash hands every day?,Not always.,"Yes, I wash hands every day.",Sometimes.,"No, I forget.",I try to.
You should rest today. Can you do that?,"I have homework, but I can rest after.",Thank you for the advice.,Okay. No sports today.,I will stay home.,"Yes, I will rest."
What can you do to stay healthier this week?,I can drink more water.,I can wash hands more regularly.,I can avoid sharing drinks.,I can sleep earlier.,I can wash my hands often.
Should you stay home from school?,I think one more day of rest helps.,What do you recommend?,I can go if I feel better.,"If I still have a fever, yes.",I will ask my parents.
Which habit do you want to improve first?,Sleeping on time.,Drinking enough water.,Taking screen breaks.,I want to improve my wash hands.,Stretching after sports.
What change can you realistically make this month?,I can improve my wash hands schedule.,I can keep a simple symptom diary.,I can walk 20 minutes daily.,I can prepare water in the morning.,I can reduce late-night screens.
How many hours do you usually sleep?,Less than I need.,I sleep well most nights.,I want to improve my sleep.,About seven to eight hours.,I go to bed too late.
How often do you exercise each week?,Only on weekends.,I walk to school most days.,Almost every day.,Not enough right now.,Three or four times a week.
Please drink some water.,I want water.,"Yes, I will.","Okay, Doctor.",Okay.,Thank you.
Do you wash hands every day?,I try to.,"Yes, I wash hands every day.","No, I forget.",Sometimes.,Not always.
You should rest today. Can you do that?,Okay. No sports today.,"I have homework, but I can rest after.","Yes, I will rest.",Thank you for the advice.,I will stay home.
What can you do to stay healthier this week?,I can wash my hands often.,I can wash hands more regularly.,I can drink more water.,I can sleep earlier.,I can avoid sharing drinks.
Should you stay home from school?,I will ask my parents.,"If I still have a fever, yes.",What do you recommend?,I can go if I feel better.,I think one more day of rest helps.
Which habit do you want to improve first?,Taking screen breaks.,I want to improve my wash hands.,Stretching after sports.,Drinking enough water.,Sleeping on time.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can reduce late-night screens.,I can prepare water in the morning.,I can walk 20 minutes daily.,I can improve my wash hands schedule.
How many hours do you usually sleep?,I sleep well most nights.,I go to bed too late.,About seven to eight hours.,I want to improve my sleep.,Less than I need.
How often do you exercise each week?,Only on weekends.,Almost every day.,I walk to school most days.,Not enough right now.,Three or four times a week.
Please drink some water.,Thank you.,"Yes, I will.",Okay.,"Okay, Doctor.",I want water.
Do you wash hands every day?,Sometimes.,Not always.,"No, I forget.","Yes, I wash hands every day.",I try to.
You should rest today. Can you do that?,Thank you for the advice.,Okay. No sports today.,I will stay home.,"I have homework, but I can rest after.","Yes, I will rest."
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can drink more water.,I can sleep earlier.,I can wash hands more regularly.,I can wash my hands often.
Should you stay home from school?,What do you recommend?,"If I still have a fever, yes.",I think one more day of rest helps.,I will ask my parents.,I can go if I feel better.
Which habit do you want to improve first?,Sleeping on time.,I want to improve my wash hands.,Drinking enough water.,Stretching after sports.,Taking screen breaks.
What change can you realistically make this month?,I can keep a simple symptom diary.,I can prepare water in the morning.,I can reduce late-night screens.,I can improve my wash hands schedule.,I can walk 20 minutes daily.
How many hours do you usually sleep?,I go to bed too late.,I sleep well most nights.,Less than I need.,I want to improve my sleep.,About seven to eight hours.
How often do you exercise each week?,I walk to school most days.,Three or four times a week.,Almost every day.,Not enough right now.,Only on weekends.
Please drink some water.,Thank you.,Okay.,"Okay, Doctor.","Yes, I will.",I want water.
Do you wash hands every day?,"No, I forget.",I try to.,Not always.,"Yes, I wash hands every day.",Sometimes.
You should rest today. Can you do that?,"Yes, I will rest.",Thank you for the advice.,I will stay home.,"I have homework, but I can rest after.",Okay. No sports today.
What can you do to stay healthier this week?,I can wash hands more regularly.,I can drink more water.,I can sleep earlier.,I can wash my hands often.,I can avoid sharing drinks.
Should you stay home from school?,I will ask my parents.,What do you recommend?,"If I still have a fever, yes.",I can go if I feel better.,I think one more day of rest helps.
Which habit do you want to improve first?,Taking screen breaks.,I want to improve my wash hands.,Stretching after sports.,Drinking enough water.,Sleeping on time.
What change can you realistically make this month?,I can reduce late-night screens.,I can improve my wash hands schedule.,I can prepare water in the morning.,I can walk 20 minutes daily.,I can keep a simple symptom diary.
How many hours do you usually sleep?,I go to bed too late.,I sleep well most nights.,About seven to eight hours.,I want to improve my sleep.,Less than I need.
How often do you exercise each week?,Not enough right now.,Almost every day.,I walk to school most days.,Three or four times a week.,Only on weekends.
Please drink some water.,"Yes, I will.","Okay, Doctor.",Thank you.,I want water.,Okay.
Do you wash hands every day?,"Yes, I wash hands every day.","No, I forget.",Sometimes.,Not always.,I try to.
You should rest today. Can you do that?,"Yes, I will rest.",Okay. No sports today.,"I have homework, but I can rest after.",Thank you for the advice.,I will stay home.
What can you do to stay healthier this week?,I can avoid sharing drinks.,I can wash my hands often.,I can sleep earlier.,I can wash hands more regularly.,I can drink more water.
Should you stay home from school?,What do you recommend?,"If I still have a fever, yes.",I can go if I feel better.,I will ask my parents.,I think one more day of rest helps.
Which habit do you want to improve first?,I want to improve my wash hands.,Sleeping on time.,Stretching after sports.,Taking screen breaks.,Drinking enough water.
What change can you realistically make this month?,I can walk 20 minutes daily.,I can prepare water in the morning.,I can reduce late-night screens.,I can keep a simple symptom diary.,I can improve my wash hands schedule.
How many hours do you usually sleep?,About seven to eight hours.,I go to bed too late.,I want to improve my sleep.,Less than I need.,I sleep well most nights.
How often do you exercise each week?,I walk to school most days.,Three or four times a week.,Almost every day.,Only on weekends.,Not enough right now.
