bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What helps you calm down?,Writing my thoughts down.,Listening to quiet music.,A short walk.,Talking to someone I trust.,Slow breathing.
How can you ask for support politely?,I need help with stress management.,Could I talk to you for a minute?,I am struggling and need advice.,Can we discuss how I have been feeling?,Would you have time to listen later?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"A bit, especially with exams.","Not really, just tired from training.",I feel overwhelmed some days.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Managing a sore throat.,Sleep and energy.,Sports recovery.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, please.",I’m fine either way.,Maybe later.,"No, my parent can stay.","Yes, that would help."
How have your mood and energy been this week?,Better when I sleep enough.,I’ve felt anxious before school.,Mostly stable.,Lower than usual.,Up and down.
What usually makes you feel stressed?,Not sleeping enough.,Too many messages and notifications.,Arguments at home.,School deadlines.,Feeling behind in class.
Who can you talk to when you feel low?,A teacher I trust.,I am still looking for someone.,A school counselor.,A close friend.,A trusted family member.
What helps you calm down?,Slow breathing.,Writing my thoughts down.,Listening to quiet music.,Talking to someone I trust.,A short walk.
How can you ask for support politely?,Can we discuss how I have been feeling?,I am struggling and need advice.,I need help with stress management.,Could I talk to you for a minute?,Would you have time to listen later?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"Not really, just tired from training.","I’m okay, but I could use advice.",I feel overwhelmed some days.,"A bit, especially with exams."
It’s okay to ask for help. What would you like support with?,Eating more regularly.,Anxiety before tests.,Sports recovery.,Managing an allergy.,Sleep and energy.
Would you like to talk alone for a minute?,Maybe later.,"Yes, please.","Yes, that would help.","No, my parent can stay.",I’m fine either way.
How have your mood and energy been this week?,Up and down.,Lower than usual.,I’ve felt anxious before school.,Better when I sleep enough.,Mostly stable.
What usually makes you feel stressed?,Feeling behind in class.,Too many messages and notifications.,School deadlines.,Not sleeping enough.,Arguments at home.
Who can you talk to when you feel low?,A close friend.,A teacher I trust.,A school counselor.,A trusted family member.,I am still looking for someone.
What helps you calm down?,Writing my thoughts down.,A short walk.,Listening to quiet music.,Slow breathing.,Talking to someone I trust.
How can you ask for support politely?,Could I talk to you for a minute?,I need help with stress management.,Can we discuss how I have been feeling?,I am struggling and need advice.,Would you have time to listen later?
Have you been feeling more stressed than usual?,"A bit, especially with exams.",Yes. Sleep has been difficult.,"Not really, just tired from training.",I feel overwhelmed some days.,"I’m okay, but I could use advice."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Eating more regularly.,Managing ear pain.,Sports recovery.,Anxiety before tests.
Would you like to talk alone for a minute?,Maybe later.,I’m fine either way.,"No, my parent can stay.","Yes, please.","Yes, that would help."
How have your mood and energy been this week?,Better when I sleep enough.,Up and down.,Mostly stable.,Lower than usual.,I’ve felt anxious before school.
What usually makes you feel stressed?,Not sleeping enough.,School deadlines.,Arguments at home.,Too many messages and notifications.,Feeling behind in class.
Who can you talk to when you feel low?,A school counselor.,A close friend.,I am still looking for someone.,A teacher I trust.,A trusted family member.
What helps you calm down?,Writing my thoughts down.,Slow breathing.,A short walk.,Listening to quiet music.,Talking to someone I trust.
How can you ask for support politely?,Could I talk to you for a minute?,I need help with stress management.,Can we discuss how I have been feeling?,I am struggling and need advice.,Would you have time to listen later?
Have you been feeling more stressed than usual?,I feel overwhelmed some days.,"I’m okay, but I could use advice.","A bit, especially with exams.",Yes. Sleep has been difficult.,"Not really, just tired from training."
It’s okay to ask for help. What would you like support with?,Anxiety before tests.,Sleep and energy.,Sports recovery.,Eating more regularly.,Managing a headache.
Would you like to talk alone for a minute?,"Yes, that would help.","Yes, please.","No, my parent can stay.",Maybe later.,I’m fine either way.
How have your mood and energy been this week?,Better when I sleep enough.,Lower than usual.,Up and down.,Mostly stable.,I’ve felt anxious before school.
What usually makes you feel stressed?,School deadlines.,Not sleeping enough.,Too many messages and notifications.,Arguments at home.,Feeling behind in class.
Who can you talk to when you feel low?,A close friend.,A school counselor.,A trusted family member.,A teacher I trust.,I am still looking for someone.
What helps you calm down?,Writing my thoughts down.,Talking to someone I trust.,Listening to quiet music.,A short walk.,Slow breathing.
How can you ask for support politely?,I need help with stress management.,I am struggling and need advice.,Would you have time to listen later?,Could I talk to you for a minute?,Can we discuss how I have been feeling?
Have you been feeling more stressed than usual?,Yes. Sleep has been difficult.,"Not really, just tired from training.","I’m okay, but I could use advice.","A bit, especially with exams.",I feel overwhelmed some days.
It’s okay to ask for help. What would you like support with?,Managing a stomachache.,Eating more regularly.,Sports recovery.,Sleep and energy.,Anxiety before tests.
Would you like to talk alone for a minute?,"Yes, that would help.",I’m fine either way.,"Yes, please.",Maybe later.,"No, my parent can stay."
How have your mood and energy been this week?,Lower than usual.,Up and down.,Better when I sleep enough.,Mostly stable.,I’ve felt anxious before school.
What usually makes you feel stressed?,Feeling behind in class.,Not sleeping enough.,Arguments at home.,School deadlines.,Too many messages and notifications.
Who can you talk to when you feel low?,A trusted family member.,A school counselor.,A close friend.,I am still looking for someone.,A teacher I trust.
What helps you calm down?,Listening to quiet music.,Slow breathing.,A short walk.,Talking to someone I trust.,Writing my thoughts down.
How can you ask for support politely?,Could I talk to you for a minute?,I am struggling and need advice.,Can we discuss how I have been feeling?,Would you have time to listen later?,I need help with stress management.
Have you been feeling more stressed than usual?,"Not really, just tired from training.",Yes. Sleep has been difficult.,I feel overwhelmed some days.,"I’m okay, but I could use advice.","A bit, especially with exams."
It’s okay to ask for help. What would you like support with?,Sleep and energy.,Anxiety before tests.,Sports recovery.,Managing a rash.,Eating more regularly.
Would you like to talk alone for a minute?,"Yes, that would help.","No, my parent can stay.",I’m fine either way.,Maybe later.,"Yes, please."
How have your mood and energy been this week?,I’ve felt anxious before school.,Lower than usual.,Better when I sleep enough.,Up and down.,Mostly stable.
