bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What do you think about this story?,I think it is nice.,"It is okay, but not my favorite.",I like it a lot.,I think it is useful.,It looks interesting.
What time do you usually wake up?,I wake up at seven.,I get up early.,Usually at half past six.,Around 7:00 in the morning.,I wake up at eight on weekends.
What are your plans for this evening?,I plan to rest and read.,I will finish my homework first.,I am going to run after dinner.,I might visit the park.,I am not sure yet.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will call my friend instead.,I will study at home.,I will watch a movie indoors.,I will take an umbrella.
Do you think math is important?,"I think so, but it can be hard.","Yes, it is useful in daily life.","Yes, because it helps me learn.",Yes. Math is important for my future.,Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,You should review a little every day.,Ask the teacher if you need help.,Take deep breaths and stay calm.,Study with a friend.,Try to sleep well tonight.
Can you look after my bag for a minute?,No problem.,"Yes, leave it here.",Of course.,Okay. I will watch it.,"Sure, I can look after it."
How is your group project going?,It is going well so far.,"It is a bit difficult, but okay.",We finished the first part.,We still need more ideas.,We will present it next week.
What should we do after school?,Let's play football.,Why don't we go to the park?,Maybe we can walk in the park.,We could get some snacks.,How about studying together?
What is Maya like?,Maya is friendly and kind.,Maya loves football.,"Maya is a bit quiet, but nice.",Maya works hard at school.,Maya is funny.
Have you ever visited Tokyo?,"No, I have never been there.","Yes, I went to Tokyo last year.","Not yet, but I want to.","Yes, it was amazing.",I hope I can visit Tokyo someday.
The bus is late. What can we do?,We can wait a few more minutes.,We can take the next bus.,Maybe we should walk.,Let us call someone.,I can check the schedule on my phone.
Tell me about yourself.,Hi! I'm Maya. Nice to meet you.,I am a student. I like math.,My name is Omar. I am 11 years old.,I live in Tokyo.,"I am Omar, and I like football."
What did you do yesterday?,I helped my mom.,I went to the park.,I watched a movie.,I studied math.,I played with my friends.
What was your favorite class today?,PE was my favorite.,My favorite class was math.,I liked math today.,Art was fun.,I enjoyed English.
Why do you like football?,Because I am good at it.,Because I can do it with friends.,Because it helps me relax.,Because it is fun.,Because I feel happy.
"Which is bigger, a giraffe or a mouse?",I think the giraffe is bigger.,The giraffe.,A giraffe is bigger.,A mouse is smaller.,The giraffe is bigger than a mouse.
How do you feel today?,I feel tired.,I am happy today.,I feel great.,I feel happy.,"A little tired, but okay."
What are you going to do this weekend?,I will stay home and rest.,I am going to visit the park.,I am going to see my friends.,I will play football.,I am going to study.
Would you like some tomato?,"Yes, please.","Just a little, please.","No, thank you.","Yes, I love tomato.",Maybe later.
Where is the library?,It is near the park.,Go straight and turn left.,I can show you.,Across from the supermarket.,It is next to the school.
Zoe lost a bag. What can you say?,Where did you last see it?,I can help you look.,Let us ask the teacher.,Was it in the classroom?,Do not worry. We will find it.
What do you think about this story?,I think it is nice.,I think it is useful.,"It is okay, but not my favorite.",It looks interesting.,I like it a lot.
What time do you usually wake up?,I get up early.,Usually at half past six.,I wake up at eight on weekends.,I wake up at seven.,Around 7:00 in the morning.
What are your plans for this evening?,I am not sure yet.,I am going to run after dinner.,I might visit the park.,I plan to rest and read.,I will finish my homework first.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will take an umbrella.,"If it rains, I will stay home.",I will call my friend instead.,I will study at home.
Do you think math is important?,"Yes, because it helps me learn.","I think so, but it can be hard.",Yes. Math is important for my future.,Not really. I prefer other subjects.,"Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,Study with a friend.,Ask the teacher if you need help.,Try to sleep well tonight.,Take deep breaths and stay calm.,You should review a little every day.
Can you look after my bag for a minute?,Okay. I will watch it.,"Yes, leave it here.",No problem.,"Sure, I can look after it.",Of course.
How is your group project going?,We finished the first part.,We will present it next week.,We still need more ideas.,It is going well so far.,"It is a bit difficult, but okay."
What should we do after school?,Maybe we can walk in the park.,Let's play football.,We could get some snacks.,How about studying together?,Why don't we go to the park?
What is Hana like?,Hana is friendly and kind.,Hana loves football.,Hana is funny.,Hana works hard at school.,"Hana is a bit quiet, but nice."
Have you ever visited Tokyo?,"Yes, I went to Tokyo last year.","No, I have never been there.",I hope I can visit Tokyo someday.,"Not yet, but I want to.","Yes, it was amazing."
The bus is late. What can we do?,I can check the schedule on my phone.,Let us call someone.,We can take the next bus.,Maybe we should walk.,We can wait a few more minutes.
Tell me about yourself.,Hi! I'm Sam. Nice to meet you.,"I am Mia, and I like football.",I am a student. I like math.,My name is Mia. I am 11 years old.,I live in Tokyo.
What did you do yesterday?,I watched a movie.,I played with my friends.,I went to the park.,I studied math.,I helped my mom.
What was your favorite class today?,Art was fun.,My favorite class was math.,I liked math today.,PE was my favorite.,I enjoyed English.
Why do you like football?,Because it helps me relax.,Because I can do it with friends.,Because it is fun.,Because I feel happy.,Because I am good at it.
"Which is bigger, a giraffe or a mouse?",A giraffe is bigger.,I think the giraffe is bigger.,The giraffe.,A mouse is smaller.,The giraffe is bigger than a mouse.
How do you feel today?,"A little tired, but okay.",I feel tired.,I feel great.,I feel happy.,I am happy today.
What are you going to do this weekend?,I am going to study.,I will stay home and rest.,I am going to see my friends.,I am going to visit the park.,I will play football.
Would you like some tomato?,"Yes, please.",Maybe later.,"No, thank you.","Just a little, please.","Yes, I love tomato."
Where is the library?,It is near the park.,Go straight and turn left.,I can show you.,It is next to the school.,Across from the supermarket.
Lila lost a bag. What can you say?,Where did you last see it?,Was it in the classroom?,Let us ask the teacher.,Do not worry. We will find it.,I can help you look.
What do you think about this story?,"It is okay, but not my favorite.",I like it a lot.,It looks interesting.,I think it is useful.,I think it is nice.
What time do you usually wake up?,Around 7:00 in the morning.,I wake up at eight on weekends.,Usually at half past six.,I get up early.,I wake up at seven.
What are your plans for this evening?,I will finish my homework first.,I plan to rest and read.,I am not sure yet.,I am going to run after dinner.,I might visit the park.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will study at home.,I will take an umbrella.,I will call my friend instead.,"If it rains, I will stay home."
Do you think math is important?,"Yes, because it helps me learn.","I think so, but it can be hard.","Yes, it is useful in daily life.",Yes. Math is important for my future.,Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Study with a friend.,Take deep breaths and stay calm.,Ask the teacher if you need help.,You should review a little every day.
Can you look after my bag for a minute?,No problem.,"Yes, leave it here.",Of course.,"Sure, I can look after it.",Okay. I will watch it.
How is your group project going?,"It is a bit difficult, but okay.",We finished the first part.,It is going well so far.,We will present it next week.,We still need more ideas.
What should we do after school?,Maybe we can walk in the park.,How about studying together?,Let's play football.,Why don't we go to the park?,We could get some snacks.
What is Ana like?,Ana is friendly and kind.,Ana loves football.,Ana is funny.,Ana works hard at school.,"Ana is a bit quiet, but nice."
