bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Should students have less homework?,Yes. Quality matters more than quantity.,Students also need free time to rest.,It depends on the subject.,"A little homework is fine, but not every night.",I think projects are better than long worksheets.
Want to hang out later?,"Not today, but tomorrow works.",Maybe after I finish math.,Sure. What time works for you?,I can for about an hour.,Yes. Let’s meet at the café.
What are your plans for this evening?,I am not sure yet.,I might visit the park.,I am going to run after dinner.,I plan to rest and read.,I will finish my homework first.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will take an umbrella.,I will call my friend instead.,I will study at home.,I will watch a movie indoors.
Do you think math is important?,Yes. Math is important for my future.,Not really. I prefer other subjects.,"Yes, because it helps me learn.","Yes, it is useful in daily life.","I think so, but it can be hard."
I feel nervous about the test. What should I do?,Ask the teacher if you need help.,Take deep breaths and stay calm.,Study with a friend.,Try to sleep well tonight.,You should review a little every day.
Can you look after my bag for a minute?,"Sure, I can look after it.",No problem.,Of course.,Okay. I will watch it.,"Yes, leave it here."
How is your group project going?,We will present it next week.,We still need more ideas.,We finished the first part.,"It is a bit difficult, but okay.",It is going well so far.
What should we do after school?,Why don't we go to the park?,Maybe we can walk in the park.,How about studying together?,We could get some snacks.,Let's play football.
What is Theo like?,Theo is funny.,Theo works hard at school.,Theo loves football.,Theo is friendly and kind.,"Theo is a bit quiet, but nice."
Have you ever visited Tokyo?,"No, I have never been there.","Yes, I went to Tokyo last year.","Not yet, but I want to.",I hope I can visit Tokyo someday.,"Yes, it was amazing."
The bus is late. What can we do?,Let us call someone.,I can check the schedule on my phone.,We can take the next bus.,Maybe we should walk.,We can wait a few more minutes.
How was your weekend?,Not bad. I watched a few shows.,It was busy because of homework.,"Honestly, I needed more sleep.",Pretty good. I hung out with friends.,I practiced football most of the time.
What do you think about online classes?,I like them when the lessons are clear.,"They can be useful, though distractions are a problem.","They are convenient, but I miss real classrooms.",It depends on the teacher and the subject.,I prefer face-to-face classes.
The homework was a piece of cake for me. What about you?,I got most of it right.,Same here. It was really easy.,I need to review a few parts again.,It took me longer than I expected.,Not for me. I found it tricky.
Exams are coming. How are you preparing?,I still need a better plan.,I study a little every evening.,I am starting with the hardest topics.,I review notes and practice past papers.,I made a revision timetable.
Why do you enjoy football?,I have been doing it for years.,It gives me a break from screens.,I feel more confident when I do it.,It helps me relax after school.,I can meet people who like football too.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,"Yes, if people scroll all day.","I see your point, but it can also be useful.",I partly agree. It depends how you use it.,Not completely. There are educational accounts too.
My group member is not doing any work. What should I say?,Suggest a clear deadline for each task.,"If it continues, tell the teacher.",You could talk to them politely first.,Explain what still needs to be finished.,Ask if they need help with their part.
What do you want to do after high school?,I am still deciding.,I want to study to become a teacher.,Maybe I will study in Tokyo.,I hope to find a job I really like.,I want to travel and then go to university.
Should students have less homework?,Students also need free time to rest.,"A little homework is fine, but not every night.",Yes. Quality matters more than quantity.,It depends on the subject.,I think projects are better than long worksheets.
Want to hang out later?,Yes. Let’s meet at the café.,Maybe after I finish math.,I can for about an hour.,Sure. What time works for you?,"Not today, but tomorrow works."
What are your plans for this evening?,I might visit the park.,I am going to run after dinner.,I plan to rest and read.,I will finish my homework first.,I am not sure yet.
"If it rains tomorrow, what will you do?",I will study at home.,"If it rains, I will stay home.",I will watch a movie indoors.,I will take an umbrella.,I will call my friend instead.
Do you think math is important?,"Yes, it is useful in daily life.","Yes, because it helps me learn.","I think so, but it can be hard.",Not really. I prefer other subjects.,Yes. Math is important for my future.
I feel nervous about the test. What should I do?,Ask the teacher if you need help.,You should review a little every day.,Study with a friend.,Take deep breaths and stay calm.,Try to sleep well tonight.
Can you look after my bag for a minute?,Okay. I will watch it.,"Sure, I can look after it.","Yes, leave it here.",Of course.,No problem.
How is your group project going?,We still need more ideas.,It is going well so far.,We finished the first part.,"It is a bit difficult, but okay.",We will present it next week.
What should we do after school?,We could get some snacks.,Let's play football.,Maybe we can walk in the park.,Why don't we go to the park?,How about studying together?
What is Theo like?,Theo is funny.,Theo works hard at school.,Theo is friendly and kind.,Theo loves football.,"Theo is a bit quiet, but nice."
