bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What do you want to play with?,I like the ball.,"A teddy, please.",I want the ball.,"The ball, please.",Let's play with the ball.
How many do you see?,Four.,One toys.,There are one.,One.,I see one.
Who is this?,This is Luca.,It is my mom.,This is my mom.,My mom.,My sister.
Where are you?,In the farm.,I am at school.,I am at the park.,At the park.,I am home.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thank you very much!,Thanks a lot!,Thank you!,"Thank you, friend!",Thanks!
"Can I have some juice, please?",Please.,Yes.,"Yes, please.",Here you are.,Okay.
Hello!,Hi there!,"Hi, friend!","Hello, Benny!",Hi!,Hello!
How are you?,I am fine.,I am okay.,I am great!,I am happy.,I am good.
What is your name?,My name is Rui.,I'm Noor.,I am Rui.,My name is Noor.,I am Noor.
Nice to meet you!,Nice to meet you too!,Thank you!,Nice to meet you!,You too!,Hi!
Say goodbye!,See you!,Bye-bye!,Good night!,Bye!,Goodbye!
What color is this?,I see black.,It is black.,This is black.,Black.,It is green.
What animal do you see?,A fish.,"Look, a zebra!",It is a zebra.,A zebra.,I see a zebra.
Do you like milk?,Yummy!,"No, I don't like milk.",I love milk!,"Yes, I like milk.",Yes!
What do you want to play with?,I like the ball.,Let's play with the ball.,I want the ball.,"The ball, please.","A teddy, please."
How many do you see?,One.,I see one.,Four.,One toys.,There are one.
Who is this?,It is my mom.,This is Lila.,This is my mom.,My mom.,My sister.
Where are you?,I am at the park.,In the farm.,I am home.,At the park.,I am at school.
What can you do?,I can jump.,I can play.,I can run.,I can eat.,Okay.
Please say thank you.,Thanks!,Thank you very much!,Thanks a lot!,"Thank you, friend!",Thank you!
"Can I have some juice, please?",Yes.,Please.,Okay.,"Yes, please.",Here you are.
Hello!,"Hello, Benny!",Hi there!,"Hi, friend!",Hello!,Hi!
How are you?,I am good.,I am happy.,I am great!,I am fine.,I am okay.
What is your name?,I'm Ken.,I am Ken.,I am Hana.,My name is Ken.,My name is Hana.
Nice to meet you!,Hi!,Nice to meet you too!,Thank you!,You too!,Nice to meet you!
Say goodbye!,Bye!,Good night!,See you!,Bye-bye!,Goodbye!
What color is this?,It is red.,Red.,I see red.,It is green.,This is red.
What animal do you see?,I see a panda.,"Look, a panda!",It is a panda.,A panda.,A fish.
Do you like milk?,"Yes, I like milk.","No, I don't like milk.",Yes!,I love milk!,Yummy!
What do you want to play with?,Let's play with the ball.,"A teddy, please.",I want the ball.,"The ball, please.",I like the ball.
How many do you see?,I see one.,There are one.,One.,Four.,One toys.
Who is this?,This is Nico.,My mom.,This is my mom.,My sister.,It is my mom.
Where are you?,I am home.,I am at school.,In the farm.,At the park.,I am at the park.
What can you do?,I can jump.,I can run.,I can eat.,I can play.,Okay.
Please say thank you.,Thank you!,Thanks a lot!,Thanks!,"Thank you, friend!",Thank you very much!
"Can I have some juice, please?",Please.,"Yes, please.",Yes.,Okay.,Here you are.
Hello!,"Hello, Benny!",Hi!,Hello!,"Hi, friend!",Hi there!
How are you?,I am fine.,I am great!,I am happy.,I am good.,I am okay.
What is your name?,My name is Lara.,I am Sam.,I'm Lara.,I am Lara.,My name is Sam.
Nice to meet you!,Hi!,Nice to meet you too!,Nice to meet you!,Thank you!,You too!
Say goodbye!,Bye-bye!,Goodbye!,Bye!,Good night!,See you!
What color is this?,It is green.,I see green.,This is green.,Green.,Okay.
What animal do you see?,A panda.,I see a panda.,"Look, a panda!",It is a panda.,A fish.
Do you like milk?,Yes!,"Yes, I like milk.",I love milk!,Yummy!,"No, I don't like milk."
What do you want to play with?,Let's play with the ball.,"A teddy, please.","The ball, please.",I like the ball.,I want the ball.
How many do you see?,One toys.,There are one.,I see one.,One.,Four.
Who is this?,My sister.,This is my mom.,My mom.,It is my mom.,This is Ana.
Where are you?,I am home.,In the farm.,I am at school.,I am at the park.,At the park.
What can you do?,I can play.,I can run.,I can jump.,I can eat.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thanks a lot!,Thanks!,Thank you!
"Can I have some juice, please?","Yes, please.",Here you are.,Please.,Okay.,Yes.
Hello!,Hi there!,"Hello, Benny!",Hi!,Hello!,"Hi, friend!"
How are you?,I am fine.,I am happy.,I am great!,I am good.,I am okay.
What is your name?,I'm Sam.,I am Sam.,My name is Maya.,My name is Sam.,I am Maya.
Nice to meet you!,Hi!,Nice to meet you too!,Thank you!,You too!,Nice to meet you!
Say goodbye!,Good night!,See you!,Goodbye!,Bye-bye!,Bye!
What color is this?,This is brown.,It is green.,It is brown.,Brown.,I see brown.
What animal do you see?,"Look, a panda!",It is a panda.,I see a panda.,A panda.,A fish.
Do you like milk?,I love milk!,Yummy!,"No, I don't like milk.","Yes, I like milk.",Yes!
What do you want to play with?,I like the ball.,Let's play with the ball.,"The ball, please.",I want the ball.,"A teddy, please."
How many do you see?,I see one.,One toys.,One.,Four.,There are one.
Who is this?,It is my mom.,My mom.,This is my mom.,My sister.,This is Luca.
Where are you?,At the park.,In the farm.,I am at school.,I am home.,I am at the park.
What can you do?,I can jump.,I can run.,I can eat.,I can play.,Okay.
Please say thank you.,Thanks!,Thank you very much!,Thanks a lot!,Thank you!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Please.,Here you are.,Yes.,Okay.
Hello!,Hi!,"Hello, Benny!","Hi, friend!",Hello!,Hi there!
How are you?,I am happy.,I am great!,I am okay.,I am fine.,I am good.
What is your name?,My name is Noor.,I'm Noor.,My name is Lara.,I am Lara.,I am Noor.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,You too!,Thank you!,Hi!
Say goodbye!,Good night!,Bye-bye!,See you!,Bye!,Goodbye!
What color is this?,I see gold.,It is gold.,Gold.,It is green.,This is gold.
What animal do you see?,"Look, a panda!",I see a panda.,It is a panda.,A panda.,A fish.
Do you like milk?,I love milk!,Yes!,Yummy!,"Yes, I like milk.","No, I don't like milk."
What do you want to play with?,I want the ball.,I like the ball.,"A teddy, please.","The ball, please.",Let's play with the ball.
How many do you see?,There are one.,One.,I see one.,One toys.,Four.
Who is this?,My sister.,It is my mom.,This is Lila.,My mom.,This is my mom.
Where are you?,I am home.,At the park.,In the farm.,I am at the park.,I am at school.
What can you do?,I can run.,I can play.,I can eat.,I can jump.,Okay.
Please say thank you.,"Thank you, friend!",Thanks!,Thanks a lot!,Thank you very much!,Thank you!
"Can I have some juice, please?",Please.,Here you are.,Okay.,"Yes, please.",Yes.
Hello!,"Hi, friend!",Hello!,"Hello, Benny!",Hi there!,Hi!
How are you?,I am happy.,I am fine.,I am great!,I am good.,I am okay.
What is your name?,My name is Ken.,I am Ken.,I am Mia.,I'm Ken.,My name is Mia.
Nice to meet you!,You too!,Nice to meet you too!,Thank you!,Nice to meet you!,Hi!
Say goodbye!,See you!,Bye-bye!,Good night!,Goodbye!,Bye!
What color is this?,I see yellow.,This is yellow.,It is yellow.,Yellow.,It is green.
What animal do you see?,It is a fox.,A fish.,A fox.,I see a fox.,"Look, a fox!"
Do you like milk?,Yummy!,"Yes, I like milk.","No, I don't like milk.",Yes!,I love milk!
What do you want to play with?,"A teddy, please.",I like the ball.,"The ball, please.",Let's play with the ball.,I want the ball.
How many do you see?,One.,There are one.,I see one.,Four.,One toys.
Who is this?,My sister.,This is my mom.,This is Nico.,My mom.,It is my mom.
Where are you?,I am at school.,I am at the park.,At the park.,In the farm.,I am home.
What can you do?,I can jump.,I can run.,I can play.,I can eat.,Okay.
Please say thank you.,Thank you!,Thanks!,Thank you very much!,"Thank you, friend!",Thanks a lot!
"Can I have some juice, please?",Please.,Okay.,Here you are.,"Yes, please.",Yes.
Hello!,Hi there!,"Hello, Benny!",Hi!,"Hi, friend!",Hello!
How are you?,I am great!,I am good.,I am fine.,I am happy.,I am okay.
What is your name?,I am Lila.,I'm Lara.,My name is Lila.,I am Lara.,My name is Lara.
Nice to meet you!,Thank you!,Hi!,You too!,Nice to meet you too!,Nice to meet you!
Say goodbye!,Goodbye!,Bye!,See you!,Bye-bye!,Good night!
What color is this?,I see pink.,It is green.,It is pink.,This is pink.,Pink.
What animal do you see?,A fox.,A fish.,"Look, a fox!",I see a fox.,It is a fox.
Do you like milk?,"No, I don't like milk.",Yes!,Yummy!,I love milk!,"Yes, I like milk."
What do you want to play with?,Let's play with the ball.,"A teddy, please.",I want the ball.,I like the ball.,"The ball, please."
How many do you see?,I see one.,One toys.,There are one.,One.,Four.
Who is this?,My sister.,My mom.,This is Ana.,This is my mom.,It is my mom.
Where are you?,In the farm.,At the park.,I am at the park.,I am at school.,I am home.
What can you do?,I can run.,I can jump.,I can play.,I can eat.,Okay.
Please say thank you.,Thank you very much!,Thank you!,"Thank you, friend!",Thanks!,Thanks a lot!
"Can I have some juice, please?",Here you are.,"Yes, please.",Please.,Yes.,Okay.
Hello!,Hi there!,Hi!,"Hello, Benny!","Hi, friend!",Hello!
How are you?,I am okay.,I am great!,I am fine.,I am good.,I am happy.
What is your name?,My name is Sam.,I'm Sam.,I am Omar.,I am Sam.,My name is Omar.
Nice to meet you!,Hi!,You too!,Nice to meet you!,Thank you!,Nice to meet you too!
Say goodbye!,See you!,Bye!,Bye-bye!,Goodbye!,Good night!
What color is this?,It is white.,It is green.,This is white.,I see white.,White.
What animal do you see?,"Look, a fox!",It is a fox.,I see a fox.,A fox.,A fish.
Do you like milk?,Yummy!,I love milk!,"Yes, I like milk.",Yes!,"No, I don't like milk."
What do you want to play with?,"The ball, please.",Let's play with the ball.,I like the ball.,"A teddy, please.",I want the ball.
How many do you see?,One toys.,One.,I see one.,Four.,There are one.
Who is this?,This is Luca.,My sister.,It is my mom.,This is my mom.,My mom.
Where are you?,At the park.,I am home.,In the farm.,I am at school.,I am at the park.
What can you do?,I can play.,I can run.,I can eat.,I can jump.,Okay.
Please say thank you.,Thanks!,Thanks a lot!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Here you are.,Okay.,Please.,Yes.
Hello!,Hello!,"Hi, friend!",Hi there!,"Hello, Benny!",Hi!
How are you?,I am happy.,I am fine.,I am okay.,I am great!,I am good.
What is your name?,I am Luca.,I'm Noor.,My name is Luca.,My name is Noor.,I am Noor.
Nice to meet you!,Nice to meet you too!,Hi!,You too!,Nice to meet you!,Thank you!
Say goodbye!,Bye!,Good night!,Goodbye!,See you!,Bye-bye!
What color is this?,I see blue.,This is blue.,It is green.,It is blue.,Blue.
What animal do you see?,It is a owl.,A owl.,"Look, a owl!",I see a owl.,A fish.
Do you like milk?,"No, I don't like milk.","Yes, I like milk.",Yes!,Yummy!,I love milk!
What do you want to play with?,Let's play with the ball.,I like the ball.,I want the ball.,"The ball, please.","A teddy, please."
How many do you see?,Four.,There are one.,I see one.,One toys.,One.
Who is this?,This is my mom.,It is my mom.,My sister.,My mom.,This is Lila.
Where are you?,I am at school.,In the farm.,I am at the park.,I am home.,At the park.
What can you do?,I can jump.,I can eat.,I can run.,I can play.,Okay.
Please say thank you.,Thanks a lot!,"Thank you, friend!",Thank you!,Thank you very much!,Thanks!
"Can I have some juice, please?","Yes, please.",Yes.,Okay.,Please.,Here you are.
Hello!,"Hi, friend!","Hello, Benny!",Hi!,Hi there!,Hello!
How are you?,I am happy.,I am fine.,I am good.,I am great!,I am okay.
What is your name?,I'm Ken.,My name is Sara.,I am Ken.,My name is Ken.,I am Sara.
Nice to meet you!,Hi!,Nice to meet you!,You too!,Nice to meet you too!,Thank you!
Say goodbye!,Goodbye!,Bye-bye!,Bye!,Good night!,See you!
What color is this?,Purple.,This is purple.,It is purple.,I see purple.,It is green.
What animal do you see?,It is a owl.,A fish.,A owl.,"Look, a owl!",I see a owl.
Do you like milk?,"Yes, I like milk.",Yummy!,I love milk!,Yes!,"No, I don't like milk."
What do you want to play with?,Let's play with the ball.,I like the ball.,"The ball, please.","A teddy, please.",I want the ball.
How many do you see?,One toys.,Four.,I see one.,There are one.,One.
Who is this?,This is Nico.,My mom.,It is my mom.,My sister.,This is my mom.
Where are you?,At the park.,I am home.,In the farm.,I am at school.,I am at the park.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thank you!,Thanks!,"Thank you, friend!",Thanks a lot!,Thank you very much!
"Can I have some juice, please?",Here you are.,Yes.,"Yes, please.",Okay.,Please.
Hello!,Hi there!,"Hello, Benny!","Hi, friend!",Hello!,Hi!
How are you?,I am good.,I am happy.,I am okay.,I am fine.,I am great!
What is your name?,My name is Ben.,I'm Lara.,I am Ben.,My name is Lara.,I am Lara.
Nice to meet you!,You too!,Hi!,Thank you!,Nice to meet you too!,Nice to meet you!
Say goodbye!,Good night!,Bye!,Goodbye!,Bye-bye!,See you!
What color is this?,It is black.,I see black.,It is green.,Black.,This is black.
What animal do you see?,A owl.,It is a owl.,A fish.,I see a owl.,"Look, a owl!"
Do you like milk?,I love milk!,Yummy!,Yes!,"No, I don't like milk.","Yes, I like milk."
What do you want to play with?,I like the ball.,"The ball, please.",I want the ball.,Let's play with the ball.,"A teddy, please."
How many do you see?,Four.,One toys.,I see one.,There are one.,One.
Who is this?,This is Ana.,It is my mom.,My mom.,My sister.,This is my mom.
Where are you?,I am home.,I am at the park.,I am at school.,In the farm.,At the park.
What can you do?,I can play.,I can run.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thanks!,Thank you!,Thanks a lot!
"Can I have some juice, please?","Yes, please.",Here you are.,Please.,Okay.,Yes.
Hello!,"Hi, friend!","Hello, Benny!",Hello!,Hi!,Hi there!
How are you?,I am fine.,I am okay.,I am happy.,I am great!,I am good.
What is your name?,My name is Sam.,My name is Noor.,I am Noor.,I'm Sam.,I am Sam.
Nice to meet you!,Hi!,Nice to meet you!,Nice to meet you too!,You too!,Thank you!
Say goodbye!,Bye!,Bye-bye!,Goodbye!,See you!,Good night!
What color is this?,I see red.,This is red.,It is red.,It is green.,Red.
What animal do you see?,"Look, a whale!",A fish.,A whale.,I see a whale.,It is a whale.
Do you like milk?,Yummy!,Yes!,"Yes, I like milk.","No, I don't like milk.",I love milk!
What do you want to play with?,"A teddy, please.",Let's play with the ball.,I want the ball.,"The ball, please.",I like the ball.
How many do you see?,I see one.,There are one.,One toys.,Four.,One.
Who is this?,This is Luca.,It is my mom.,This is my mom.,My sister.,My mom.
Where are you?,In the farm.,I am at the park.,I am at school.,At the park.,I am home.
What can you do?,I can play.,I can run.,I can eat.,I can jump.,Okay.
Please say thank you.,Thanks a lot!,Thank you!,Thanks!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?",Here you are.,Yes.,Please.,Okay.,"Yes, please."
Hello!,"Hi, friend!","Hello, Benny!",Hi there!,Hi!,Hello!
How are you?,I am happy.,I am great!,I am good.,I am okay.,I am fine.
What is your name?,I'm Noor.,I am Hana.,I am Noor.,My name is Noor.,My name is Hana.
Nice to meet you!,Nice to meet you!,Thank you!,Hi!,You too!,Nice to meet you too!
Say goodbye!,Good night!,See you!,Bye!,Bye-bye!,Goodbye!
What color is this?,Orange.,This is orange.,It is green.,I see orange.,It is orange.
What animal do you see?,"Look, a whale!",It is a whale.,I see a whale.,A fish.,A whale.
Do you like milk?,I love milk!,"No, I don't like milk.",Yummy!,Yes!,"Yes, I like milk."
What do you want to play with?,"A teddy, please.",I want the ball.,Let's play with the ball.,I like the ball.,"The ball, please."
How many do you see?,One toys.,Four.,I see one.,There are one.,One.
Who is this?,My mom.,This is my mom.,My sister.,This is Lila.,It is my mom.
Where are you?,In the farm.,At the park.,I am at the park.,I am home.,I am at school.
What can you do?,I can run.,I can jump.,I can eat.,I can play.,Okay.
Please say thank you.,Thank you very much!,Thank you!,Thanks!,Thanks a lot!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Yes.,Here you are.,Okay.,Please.
Hello!,"Hello, Benny!",Hi there!,"Hi, friend!",Hi!,Hello!
How are you?,I am happy.,I am great!,I am good.,I am fine.,I am okay.
