bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
What are you going to do this weekend?,I will stay home and rest.,I am going to visit the park.,I will play football.,I am going to study.,I am going to see my friends.
Would you like some water?,"Yes, please.","Just a little, please.","Yes, I love water.",Maybe later.,"No, thank you."
Where is the library?,It is next to the school.,I can show you.,It is near the park.,Go straight and turn left.,Across from the supermarket.
Sam lost a bag. What can you say?,Where did you last see it?,Was it in the classroom?,I can help you look.,Let us ask the teacher.,Do not worry. We will find it.
What do you think about this story?,It looks interesting.,I think it is useful.,I think it is nice.,I like it a lot.,"It is okay, but not my favorite."
What time do you usually wake up?,Around 7:00 in the morning.,Usually at half past six.,I wake up at seven.,I get up early.,I wake up at eight on weekends.
Tell me about yourself.,My name is Lila. I am 9 years old.,"I am Lila, and I like football.",I live in Tokyo.,Hi! I'm Ana. Nice to meet you.,I am a student. I like math.
What did you do yesterday?,I went to the park.,I watched a movie.,I studied math.,I helped my mom.,I played with my friends.
What was your favorite class today?,I liked math today.,My favorite class was math.,PE was my favorite.,Art was fun.,I enjoyed geography.
Why do you like football?,Because I am good at it.,Because I feel happy.,Because I can do it with friends.,Because it helps me relax.,Because it is fun.
"Which is bigger, a cow or a mouse?",I think the cow is bigger.,The cow.,The cow is bigger than a mouse.,A mouse is smaller.,A cow is bigger.
How do you feel today?,I feel great.,"A little tired, but okay.",I feel fine.,I feel happy.,I am happy today.
What are you going to do this weekend?,I am going to see my friends.,I will play football.,I will stay home and rest.,I am going to visit the park.,I am going to study.
Would you like some water?,"Yes, I love water.","No, thank you.","Just a little, please.",Maybe later.,"Yes, please."
Where is the library?,I can show you.,Go straight and turn left.,It is near the park.,It is next to the school.,Across from the supermarket.
Omar lost a bag. What can you say?,I can help you look.,Let us ask the teacher.,Do not worry. We will find it.,Was it in the classroom?,Where did you last see it?
What do you think about this story?,I think it is useful.,I like it a lot.,I think it is nice.,It looks interesting.,"It is okay, but not my favorite."
What time do you usually wake up?,Around 7:00 in the morning.,I get up early.,Usually at half past six.,I wake up at eight on weekends.,I wake up at seven.
Tell me about yourself.,I live in Tokyo.,My name is Noor. I am 9 years old.,"I am Noor, and I like football.",Hi! I'm Leo. Nice to meet you.,I am a student. I like math.
What did you do yesterday?,I went to the park.,I played with my friends.,I studied math.,I helped my mom.,I watched a movie.
What was your favorite class today?,PE was my favorite.,I liked math today.,My favorite class was math.,Art was fun.,I enjoyed geography.
Why do you like football?,Because I feel happy.,Because it helps me relax.,Because I am good at it.,Because it is fun.,Because I can do it with friends.
"Which is bigger, a cow or a mouse?",The cow is bigger than a mouse.,A cow is bigger.,I think the cow is bigger.,A mouse is smaller.,The cow.
How do you feel today?,I am happy today.,I feel happy.,I feel great.,"A little tired, but okay.",I feel fine.
What are you going to do this weekend?,I am going to visit the park.,I will play football.,I will stay home and rest.,I am going to see my friends.,I am going to study.
Would you like some water?,"No, thank you.","Just a little, please.","Yes, I love water.",Maybe later.,"Yes, please."
Where is the library?,It is next to the school.,Go straight and turn left.,It is near the park.,I can show you.,Across from the supermarket.
Eli lost a bag. What can you say?,Do not worry. We will find it.,Was it in the classroom?,I can help you look.,Where did you last see it?,Let us ask the teacher.
What do you think about this story?,It looks interesting.,I think it is nice.,I like it a lot.,"It is okay, but not my favorite.",I think it is useful.
What time do you usually wake up?,I get up early.,I wake up at eight on weekends.,I wake up at seven.,Around 7:00 in the morning.,Usually at half past six.
Tell me about yourself.,"I am Leo, and I like football.",I live in Tokyo.,Hi! I'm Mia. Nice to meet you.,My name is Leo. I am 9 years old.,I am a student. I like math.
What did you do yesterday?,I went to the park.,I helped my mom.,I studied math.,I watched a movie.,I played with my friends.
What was your favorite class today?,PE was my favorite.,My favorite class was math.,Art was fun.,I enjoyed geography.,I liked math today.
Why do you like football?,Because it helps me relax.,Because I feel happy.,Because I can do it with friends.,Because I am good at it.,Because it is fun.
"Which is bigger, a cow or a mouse?",The cow.,A mouse is smaller.,The cow is bigger than a mouse.,I think the cow is bigger.,A cow is bigger.
How do you feel today?,I feel great.,"A little tired, but okay.",I am happy today.,I feel fine.,I feel happy.
What are you going to do this weekend?,I am going to visit the park.,I am going to see my friends.,I am going to study.,I will stay home and rest.,I will play football.
Would you like some water?,"Yes, please.","No, thank you.","Just a little, please.",Maybe later.,"Yes, I love water."
Where is the library?,Go straight and turn left.,Across from the supermarket.,It is near the park.,It is next to the school.,I can show you.
Theo lost a bag. What can you say?,Where did you last see it?,I can help you look.,Do not worry. We will find it.,Was it in the classroom?,Let us ask the teacher.
What do you think about this story?,I think it is nice.,I think it is useful.,"It is okay, but not my favorite.",It looks interesting.,I like it a lot.
What time do you usually wake up?,I wake up at seven.,I wake up at eight on weekends.,Usually at half past six.,I get up early.,Around 7:00 in the morning.
Tell me about yourself.,I am a student. I like math.,My name is Yuki. I am 9 years old.,Hi! I'm Luca. Nice to meet you.,"I am Yuki, and I like football.",I live in Tokyo.
What did you do yesterday?,I went to the park.,I played with my friends.,I watched a movie.,I helped my mom.,I studied math.
What was your favorite class today?,My favorite class was math.,PE was my favorite.,I liked math today.,Art was fun.,I enjoyed geography.
Why do you like football?,Because it helps me relax.,Because I am good at it.,Because I feel happy.,Because I can do it with friends.,Because it is fun.
"Which is bigger, a cow or a mouse?",The cow is bigger than a mouse.,The cow.,A cow is bigger.,A mouse is smaller.,I think the cow is bigger.
How do you feel today?,I feel great.,"A little tired, but okay.",I feel fine.,I am happy today.,I feel happy.
What are you going to do this weekend?,I am going to see my friends.,I will play football.,I will stay home and rest.,I am going to study.,I am going to visit the park.
Would you like some water?,"Just a little, please.","Yes, I love water.","Yes, please.",Maybe later.,"No, thank you."
Where is the library?,Go straight and turn left.,Across from the supermarket.,It is near the park.,It is next to the school.,I can show you.
Luca lost a bag. What can you say?,Do not worry. We will find it.,Where did you last see it?,Was it in the classroom?,I can help you look.,Let us ask the teacher.
What do you think about this story?,I think it is useful.,It looks interesting.,I think it is nice.,I like it a lot.,"It is okay, but not my favorite."
What time do you usually wake up?,I wake up at eight on weekends.,Usually at half past six.,I wake up at seven.,I get up early.,Around 7:00 in the morning.
Tell me about yourself.,I live in Tokyo.,My name is Hana. I am 9 years old.,Hi! I'm Rui. Nice to meet you.,"I am Hana, and I like football.",I am a student. I like math.
What did you do yesterday?,I played with my friends.,I went to the park.,I studied math.,I watched a movie.,I helped my mom.
What was your favorite class today?,Art was fun.,PE was my favorite.,I liked math today.,My favorite class was math.,I enjoyed geography.
Why do you like football?,Because I am good at it.,Because I can do it with friends.,Because I feel happy.,Because it is fun.,Because it helps me relax.
"Which is bigger, a pig or a mouse?",A mouse is smaller.,I think the pig is bigger.,The pig.,A pig is bigger.,The pig is bigger than a mouse.
How do you feel today?,I feel great.,I feel happy.,I feel fine.,"A little tired, but okay.",I am happy today.
What are you going to do this weekend?,I will stay home and rest.,I am going to study.,I will play football.,I am going to visit the park.,I am going to see my friends.
Would you like some water?,"Yes, please.","Yes, I love water.","No, thank you.",Maybe later.,"Just a little, please."
Where is the library?,Across from the supermarket.,I can show you.,It is near the park.,It is next to the school.,Go straight and turn left.
Sam lost a bag. What can you say?,Do not worry. We will find it.,Where did you last see it?,I can help you look.,Was it in the classroom?,Let us ask the teacher.
What do you think about this story?,"It is okay, but not my favorite.",It looks interesting.,I think it is useful.,I like it a lot.,I think it is nice.
